ticket_id,created_at,category,channel,priority
305,2024-01-03 11:00:00,general,phone,medium
306,2024-01-03 03:00:00,general,chat,high
307,2024-01-03 01:00:00,general,chat,low
308,2024-01-03 22:00:00,billing,chat,high
309,2024-01-03 17:00:00,account,phone,medium
310,2024-01-03 14:00:00,billing,email,low
311,2024-01-03 10:00:00,billing,phone,medium
312,2024-01-03 06:00:00,billing,email,medium
313,2024-01-03 06:00:00,general,chat,low
314,2024-01-03 08:00:00,general,phone,medium
315,2024-01-03 12:00:00,billing,chat,medium
316,2024-01-03 14:00:00,general,chat,medium
317,2024-01-03 14:00:00,billing,email,medium
318,2024-01-03 09:00:00,general,phone,medium
319,2024-01-03 22:00:00,account,phone,medium
320,2024-01-03 15:00:00,billing,chat,low
321,2024-01-03 12:00:00,account,chat,medium
322,2024-01-03 13:00:00,billing,chat,high
323,2024-01-03 10:00:00,billing,phone,high
324,2024-01-03 08:00:00,general,chat,low
325,2024-01-03 10:00:00,technical,phone,medium
326,2024-01-03 15:00:00,general,phone,medium
327,2024-01-03 00:00:00,billing,email,medium
328,2024-01-03 04:00:00,technical,chat,medium
329,2024-01-03 01:00:00,general,email,low
330,2024-01-03 01:00:00,technical,phone,low
331,2024-01-03 18:00:00,account,phone,low
332,2024-01-03 14:00:00,general,email,low
333,2024-01-03 11:00:00,billing,chat,low
334,2024-01-03 03:00:00,technical,chat,high
335,2024-01-03 11:00:00,account,phone,high
336,2024-01-03 11:00:00,account,chat,medium
337,2024-01-03 06:00:00,general,email,medium
338,2024-01-03 11:00:00,technical,chat,low
339,2024-01-03 10:00:00,technical,email,medium
340,2024-01-03 13:00:00,general,chat,high
341,2024-01-03 13:00:00,account,email,medium
342,2024-01-03 01:00:00,account,phone,high
343,2024-01-03 10:00:00,general,email,medium
344,2024-01-03 13:00:00,general,chat,medium
345,2024-01-03 12:00:00,general,chat,medium
346,2024-01-03 18:00:00,technical,phone,low
347,2024-01-03 14:00:00,general,email,medium
348,2024-01-03 06:00:00,billing,chat,high
349,2024-01-03 02:00:00,general,phone,medium
350,2024-01-03 13:00:00,general,phone,high
351,2024-01-03 01:00:00,technical,chat,low
352,2024-01-03 13:00:00,technical,phone,high
353,2024-01-03 21:00:00,account,email,medium
354,2024-01-03 13:00:00,billing,phone,medium
355,2024-01-03 10:00:00,billing,phone,low
356,2024-01-03 13:00:00,general,phone,low
357,2024-01-03 11:00:00,billing,chat,medium
358,2024-01-03 12:00:00,account,phone,high
359,2024-01-03 21:00:00,general,phone,low
360,2024-01-03 10:00:00,account,phone,high
361,2024-01-04 14:00:00,general,chat,high
362,2024-01-04 08:00:00,general,phone,low
363,2024-01-04 08:00:00,billing,email,high
364,2024-01-04 08:00:00,account,email,high
365,2024-01-04 10:00:00,billing,chat,low
366,2024-01-04 01:00:00,billing,chat,low
367,2024-01-04 13:00:00,account,email,low
368,2024-01-04 09:00:00,account,email,medium
369,2024-01-04 14:00:00,account,chat,medium
370,2024-01-04 10:00:00,technical,email,high
371,2024-01-04 14:00:00,general,phone,high
372,2024-01-04 09:00:00,technical,email,low
373,2024-01-04 08:00:00,billing,phone,medium
374,2024-01-04 11:00:00,technical,chat,high
375,2024-01-04 14:00:00,technical,email,medium
376,2024-01-04 09:00:00,account,chat,medium
377,2024-01-04 21:00:00,billing,chat,medium
378,2024-01-04 01:00:00,technical,email,medium
379,2024-01-04 10:00:00,account,phone,medium
380,2024-01-04 22:00:00,general,phone,medium
381,2024-01-04 12:00:00,general,chat,low
382,2024-01-04 10:00:00,general,chat,low
383,2024-01-04 12:00:00,technical,chat,high
384,2024-01-04 13:00:00,account,phone,medium
385,2024-01-04 15:00:00,account,email,high
386,2024-01-04 05:00:00,general,chat,low
387,2024-01-04 08:00:00,billing,phone,high
388,2024-01-04 13:00:00,general,chat,low
389,2024-01-04 18:00:00,account,email,high
390,2024-01-04 12:00:00,technical,phone,medium
391,2024-01-04 08:00:00,technical,phone,low
392,2024-01-04 14:00:00,billing,chat,medium
393,2024-01-04 15:00:00,billing,phone,medium
394,2024-01-04 08:00:00,technical,email,medium
395,2024-01-04 10:00:00,account,phone,medium
396,2024-01-04 12:00:00,technical,email,low
397,2024-01-04 11:00:00,account,phone,high
398,2024-01-04 10:00:00,account,email,medium
399,2024-01-04 09:00:00,general,chat,high
400,2024-01-04 03:00:00,account,email,medium
401,2024-01-04 02:00:00,billing,email,low
402,2024-01-04 22:00:00,general,phone,medium
403,2024-01-04 17:00:00,billing,chat,low
404,2024-01-04 10:00:00,account,phone,low
405,2024-01-04 22:00:00,general,chat,high
406,2024-01-04 14:00:00,account,phone,medium
407,2024-01-04 11:00:00,account,email,high
408,2024-01-04 11:00:00,technical,chat,low
409,2024-01-04 03:00:00,account,phone,low
410,2024-01-04 03:00:00,billing,phone,medium
411,2024-01-04 13:00:00,account,phone,medium
412,2024-01-04 12:00:00,billing,email,low
413,2024-01-04 08:00:00,billing,chat,medium
414,2024-01-04 21:00:00,billing,email,low
415,2024-01-04 15:00:00,technical,chat,medium
416,2024-01-04 04:00:00,account,phone,high
417,2024-01-04 21:00:00,general,phone,high
418,2024-01-04 22:00:00,technical,chat,high
419,2024-01-04 23:00:00,billing,chat,high
420,2024-01-04 02:00:00,general,chat,low
421,2024-01-04 15:00:00,account,email,medium
422,2024-01-04 12:00:00,general,email,medium
423,2024-01-04 14:00:00,billing,phone,medium
424,2024-01-04 22:00:00,account,email,medium
425,2024-01-04 14:00:00,account,email,low
426,2024-01-04 17:00:00,general,email,high
427,2024-01-04 18:00:00,technical,phone,high
428,2024-01-04 17:00:00,billing,email,medium
429,2024-01-04 11:00:00,technical,email,high
430,2024-01-04 08:00:00,technical,email,high
431,2024-01-04 10:00:00,technical,phone,low
432,2024-01-04 19:00:00,technical,chat,low
433,2024-01-04 05:00:00,billing,chat,low
434,2024-01-04 12:00:00,technical,phone,medium
435,2024-01-04 08:00:00,technical,email,high
436,2024-01-04 13:00:00,billing,email,low
437,2024-01-04 18:00:00,account,email,high
438,2024-01-04 19:00:00,account,email,low
439,2024-01-04 08:00:00,account,email,low
440,2024-01-04 20:00:00,general,phone,low
441,2024-01-04 13:00:00,billing,chat,medium
442,2024-01-04 10:00:00,account,phone,high
443,2024-01-04 14:00:00,billing,chat,high
444,2024-01-04 11:00:00,technical,phone,low
445,2024-01-04 10:00:00,account,chat,high
446,2024-01-04 14:00:00,billing,email,medium
447,2024-01-04 08:00:00,general,chat,high
448,2024-01-04 09:00:00,billing,chat,high
449,2024-01-04 11:00:00,general,email,low
450,2024-01-04 08:00:00,account,phone,low
451,2024-01-04 10:00:00,billing,email,medium
452,2024-01-04 12:00:00,account,chat,high
453,2024-01-04 15:00:00,account,chat,high
454,2024-01-04 15:00:00,general,email,high
455,2024-01-04 16:00:00,billing,phone,high
456,2024-01-04 15:00:00,technical,chat,medium
457,2024-01-04 14:00:00,technical,chat,medium
458,2024-01-04 08:00:00,general,chat,medium
459,2024-01-04 10:00:00,billing,chat,medium
460,2024-01-04 11:00:00,account,phone,medium
461,2024-01-04 03:00:00,account,email,high
462,2024-01-04 12:00:00,general,email,low
463,2024-01-04 11:00:00,billing,email,medium
464,2024-01-04 16:00:00,billing,phone,high
465,2024-01-04 23:00:00,account,email,high
466,2024-01-04 12:00:00,billing,phone,high
467,2024-01-04 09:00:00,account,phone,low
468,2024-01-04 01:00:00,general,chat,high
469,2024-01-04 20:00:00,general,phone,low
470,2024-01-04 20:00:00,account,phone,medium
471,2024-01-04 08:00:00,account,email,high
472,2024-01-04 14:00:00,technical,email,high
473,2024-01-04 03:00:00,general,email,low
474,2024-01-04 06:00:00,account,phone,medium
475,2024-01-04 08:00:00,billing,chat,high
476,2024-01-04 09:00:00,technical,chat,high
477,2024-01-04 23:00:00,billing,phone,high
478,2024-01-04 14:00:00,account,email,low
479,2024-01-04 10:00:00,account,phone,medium
480,2024-01-04 15:00:00,account,chat,low
481,2024-01-04 20:00:00,technical,email,high
482,2024-01-04 22:00:00,general,email,low
483,2024-01-04 02:00:00,billing,email,high
484,2024-01-04 10:00:00,technical,chat,medium
485,2024-01-04 04:00:00,general,chat,low
486,2024-01-04 09:00:00,account,chat,high
487,2024-01-04 06:00:00,account,phone,high
488,2024-01-04 13:00:00,billing,email,low
489,2024-01-04 10:00:00,technical,phone,low
490,2024-01-04 08:00:00,billing,chat,medium
491,2024-01-04 08:00:00,general,chat,high
492,2024-01-04 10:00:00,general,chat,medium
493,2024-01-05 23:00:00,technical,phone,low
494,2024-01-05 14:00:00,account,chat,low
495,2024-01-05 12:00:00,account,phone,high
496,2024-01-05 09:00:00,general,phone,high
497,2024-01-05 16:00:00,account,email,low
498,2024-01-05 14:00:00,general,phone,low
499,2024-01-05 06:00:00,billing,email,medium
500,2024-01-05 20:00:00,technical,email,medium
501,2024-01-05 16:00:00,account,chat,low
502,2024-01-05 21:00:00,billing,chat,high
503,2024-01-05 15:00:00,general,email,low
504,2024-01-05 13:00:00,general,phone,high
505,2024-01-05 10:00:00,technical,phone,high
506,2024-01-05 21:00:00,account,email,medium
507,2024-01-05 18:00:00,billing,chat,low
508,2024-01-05 01:00:00,general,email,medium
509,2024-01-05 01:00:00,general,phone,medium
510,2024-01-05 10:00:00,general,chat,low
511,2024-01-05 16:00:00,general,email,medium
512,2024-01-05 23:00:00,technical,phone,medium
513,2024-01-05 06:00:00,account,email,medium
514,2024-01-05 13:00:00,billing,email,medium
515,2024-01-05 10:00:00,general,phone,low
516,2024-01-05 22:00:00,general,chat,high
517,2024-01-05 17:00:00,account,email,medium
518,2024-01-05 17:00:00,technical,email,high
519,2024-01-05 11:00:00,billing,phone,high
520,2024-01-05 10:00:00,technical,chat,medium
521,2024-01-05 08:00:00,technical,email,low
522,2024-01-05 02:00:00,technical,chat,low
523,2024-01-05 18:00:00,technical,phone,low
524,2024-01-05 16:00:00,billing,email,high
525,2024-01-05 23:00:00,general,chat,high
526,2024-01-05 23:00:00,general,phone,high
527,2024-01-05 12:00:00,account,phone,medium
528,2024-01-05 15:00:00,technical,chat,low
529,2024-01-05 21:00:00,general,chat,high
530,2024-01-05 17:00:00,account,chat,high
531,2024-01-05 08:00:00,billing,chat,high
532,2024-01-05 11:00:00,billing,chat,medium
533,2024-01-05 05:00:00,general,email,low
534,2024-01-05 22:00:00,account,chat,low
535,2024-01-05 13:00:00,billing,phone,high
536,2024-01-05 08:00:00,general,chat,high
537,2024-01-05 14:00:00,billing,chat,high
538,2024-01-05 13:00:00,technical,chat,high
539,2024-01-05 10:00:00,general,phone,low
540,2024-01-05 04:00:00,billing,chat,low
541,2024-01-05 14:00:00,account,phone,low
542,2024-01-05 12:00:00,technical,email,low
543,2024-01-05 15:00:00,general,chat,high
544,2024-01-05 12:00:00,technical,chat,medium
545,2024-01-05 18:00:00,account,chat,medium
546,2024-01-05 12:00:00,account,phone,high
547,2024-01-05 12:00:00,billing,phone,high
548,2024-01-05 19:00:00,account,email,medium
549,2024-01-05 10:00:00,billing,phone,high
550,2024-01-05 05:00:00,general,chat,medium
551,2024-01-05 01:00:00,technical,chat,low
552,2024-01-05 15:00:00,technical,chat,medium
553,2024-01-05 13:00:00,general,email,high
554,2024-01-05 14:00:00,billing,chat,high
555,2024-01-05 08:00:00,general,phone,medium
556,2024-01-05 05:00:00,technical,phone,high
557,2024-01-05 00:00:00,billing,phone,high
558,2024-01-05 10:00:00,general,phone,medium
559,2024-01-05 13:00:00,billing,chat,medium
560,2024-01-05 10:00:00,technical,email,medium
561,2024-01-05 11:00:00,general,email,low
562,2024-01-05 20:00:00,technical,email,low
563,2024-01-05 09:00:00,account,email,high
564,2024-01-05 12:00:00,billing,phone,medium
565,2024-01-05 15:00:00,technical,phone,medium
566,2024-01-05 10:00:00,technical,email,low
567,2024-01-05 13:00:00,technical,phone,medium
568,2024-01-05 18:00:00,billing,chat,medium
569,2024-01-05 21:00:00,technical,chat,high
570,2024-01-05 05:00:00,account,phone,medium
571,2024-01-05 21:00:00,technical,phone,low
572,2024-01-05 11:00:00,account,chat,low
573,2024-01-05 08:00:00,account,phone,high
574,2024-01-05 11:00:00,general,chat,medium
575,2024-01-05 23:00:00,general,phone,high
576,2024-01-05 11:00:00,general,email,low
577,2024-01-05 09:00:00,technical,chat,low
578,2024-01-05 13:00:00,general,chat,high
579,2024-01-05 08:00:00,billing,phone,high
580,2024-01-05 03:00:00,billing,chat,low
581,2024-01-05 05:00:00,technical,chat,medium
582,2024-01-05 05:00:00,technical,chat,low
583,2024-01-05 06:00:00,technical,chat,medium
584,2024-01-05 05:00:00,billing,chat,low
585,2024-01-05 13:00:00,general,phone,medium
586,2024-01-05 07:00:00,technical,chat,low
587,2024-01-05 09:00:00,account,email,low
588,2024-01-05 19:00:00,account,email,high
589,2024-01-05 11:00:00,account,email,low
590,2024-01-05 14:00:00,billing,chat,medium
591,2024-01-05 06:00:00,technical,phone,medium
592,2024-01-05 07:00:00,general,phone,low
593,2024-01-05 01:00:00,billing,email,medium
594,2024-01-05 06:00:00,technical,email,high
595,2024-01-05 09:00:00,general,email,medium
596,2024-01-05 07:00:00,technical,chat,low
597,2024-01-05 03:00:00,billing,email,medium
598,2024-01-05 04:00:00,general,email,low
599,2024-01-05 11:00:00,general,phone,high
600,2024-01-05 08:00:00,billing,phone,high
601,2024-01-05 10:00:00,technical,phone,low
602,2024-01-05 12:00:00,account,chat,low
603,2024-01-05 14:00:00,account,email,high
604,2024-01-05 01:00:00,general,email,high
605,2024-01-05 15:00:00,billing,phone,medium
606,2024-01-05 13:00:00,billing,phone,high
607,2024-01-05 03:00:00,billing,chat,medium
608,2024-01-05 18:00:00,billing,phone,medium
609,2024-01-05 20:00:00,account,chat,high
610,2024-01-05 02:00:00,billing,chat,low
611,2024-01-05 09:00:00,account,email,high
612,2024-01-05 16:00:00,billing,phone,high
613,2024-01-05 15:00:00,account,email,low
614,2024-01-05 07:00:00,account,phone,medium
615,2024-01-05 08:00:00,technical,phone,medium
616,2024-01-05 10:00:00,general,phone,low
617,2024-01-05 11:00:00,technical,email,high
618,2024-01-05 13:00:00,general,email,medium
619,2024-01-05 10:00:00,technical,email,low
620,2024-01-05 11:00:00,billing,chat,medium
